"IBGE","Nome Município","Mesorregião","Microrregião","Segmento Fiscalizador","GRE","geom"
"260005","Abreu e Lima","METROPOLITANA","RECIFE","GEMN","03. GRE METROPOLITANA NORTE","{""type"":""Polygon"",""coordinates"":[[[-35.10602477699997,-7.825145584999991],[-35.10157110099989,-7.830626890999924],[-35.10022503399998,-7.829325880999925],[-35.10256754999991,-7.823105491999947],[-35.10023292499992,-7.807691654999936],[-35.10406516699992,-7.801988591999951],[-35.0938134949999,-7.80603811499999],[-35.08313889699998,-7.804258941999951],[-35.06837503299992,-7.811716502999975],[-35.05410573799993,-7.88003762399999],[-34.97723589699994,-7.900025090999972],[-34.93078278199989,-7.892755952999906],[-34.92185759599994,-7.886429144000005],[-34.91214821799994,-7.887319757999976],[-34.90216037799999,-7.885914758999988],[-34.88817083799997,-7.887717834999961],[-34.88023793199996,-7.892816299999926],[-34.86623613499998,-7.891118122999928],[-34.86524783399993,-7.896134185999913],[-34.86098641299994,-7.897220643000012],[-34.86316922999998,-7.903977603999977],[-34.86096867499998,-7.909730090999965],[-34.86572002799992,-7.91146448899994],[-34.87272109099991,-7.909989421000017],[-34.88415782199993,-7.914138539999947],[-34.88854399199993,-7.911642687999941],[-34.89336523099996,-7.912904787999917],[-34.89650777799992,-7.91786489499998],[-34.89544399999992,-7.920756999999999],[-34.8981659999999,-7.928130999999948],[-34.90717132499999,-7.935900008999984],[-34.91254628799993,-7.934397894999954],[-34.91288757399992,-7.929900781999919],[-34.91575614199994,-7.927116422999934],[-34.92358383299995,-7.930006909999996],[-34.93047787899997,-7.925092874999926],[-34.93868722299994,-7.926152038999899],[-34.94917881,-7.920265425000004],[-34.95777536999995,-7.920037130999944],[-34.96189214899995,-7.915583054000006],[-34.98559649899989,-7.920197009999939],[-35.02065464699992,-7.916021965999996],[-35.02473877499998,-7.919510825000007],[-35.02523351299996,-7.925689369999898],[-35.03100872499997,-7.929765565999923],[-35.04849625099996,-7.909348071999976],[-35.057798179,-7.905726543999912],[-35.06267356399998,-7.90551924399999],[-35.06618316599993,-7.899246567999949],[-35.07265028999999,-7.900457326999942],[-35.07543441299995,-7.899546584999904],[-35.08465973299995,-7.890929109999921],[-35.09611698299998,-7.886183996999972],[-35.10010452499995,-7.881951517999895],[-35.10227248800001,-7.875441031999984],[-35.10718410899997,-7.869577499999956],[-35.11270093699991,-7.857177806000025],[-35.12324424399999,-7.851216813999926],[-35.12202576399997,-7.849477505999989],[-35.13996180899995,-7.792259613999928],[-35.12537941099999,-7.810575035999943],[-35.11970712999989,-7.812580813999901],[-35.11616208499994,-7.817296620000001],[-35.10602477699997,-7.825145584999991]]]}"
"260010","Afogados da Ingazeira","SERTAO","PAJEÚ","IRAR","12. GRE AFOGADOS DA INGAZEIRA","{""type"":""Polygon"",""coordinates"":[[[-37.67317407599996,-7.61664235699989],[-37.65823457099994,-7.617107971999957],[-37.65595887799994,-7.613875695999948],[-37.65141734299996,-7.617479939000003],[-37.64502082399997,-7.633735789999961],[-37.6396182889999,-7.633661848999971],[-37.63723071799997,-7.63752722099996],[-37.63396758799999,-7.638475583999913],[-37.62855572999993,-7.633975808999925],[-37.62020091299992,-7.63109889699992],[-37.61807842599999,-7.627624551999955],[-37.61163145800001,-7.626429672999944],[-37.609407136,-7.62885503399998],[-37.60707581099993,-7.626849900999986],[-37.60084658399993,-7.628621353999919],[-37.59879324599994,-7.626999456999926],[-37.59609336999993,-7.629546401999985],[-37.59376321899996,-7.626748285999927],[-37.5910166269999,-7.628333414999898],[-37.5895524659999,-7.627439132999978],[-37.58824174299999,-7.62957484099994],[-37.58409352599995,-7.629362634999968],[-37.58381700099989,-7.632924693999908],[-37.57877644300002,-7.634837132999959],[-37.57082514599991,-7.632756355000013],[-37.56886599899999,-7.634655069999994],[-37.56472657899998,-7.634864625999925],[-37.55880525999996,-7.639223253999959],[-37.55684070799995,-7.642709176999994],[-37.55975830899995,-7.644327966999996],[-37.55992450699993,-7.646121672999904],[-37.55070629499989,-7.651319732999938],[-37.55008212099994,-7.659220827999978],[-37.55389628199996,-7.661057935999925],[-37.54944791999996,-7.665045329999974],[-37.55691937999998,-7.66938525799997],[-37.55427321299997,-7.672381563999995],[-37.55318227399994,-7.679219669999924],[-37.55485432299999,-7.685682975999928],[-37.55814382799994,-7.687529950999892],[-37.5553588179999,-7.697759226999921],[-37.55207627799991,-7.702148039999966],[-37.55549684999996,-7.707415369999957],[-37.55661438499996,-7.715054058999958],[-37.55397530600001,-7.718531782999936],[-37.55153196999999,-7.718815321999948],[-37.54946855199997,-7.713804066000006],[-37.54523795899996,-7.711511537999947],[-37.54175179899991,-7.714276110999983],[-37.54110090099997,-7.716959386999953],[-37.53790245899992,-7.718027809999981],[-37.53714149999993,-7.728559336999972],[-37.52661567799997,-7.744661838999943],[-37.52429400099989,-7.752454519999983],[-37.52188488699996,-7.753349892999993],[-37.52475808099992,-7.765574704999932],[-37.53202307799991,-7.774353086999995],[-37.53456148999988,-7.780787364999995],[-37.53748196999994,-7.780858029999891],[-37.54048900999997,-7.786034569000009],[-37.55267050899996,-7.794838515999967],[-37.55708170399999,-7.801606116999924],[-37.56405097899994,-7.804930575999923],[-37.56754487800002,-7.814654735999991],[-37.57847102099997,-7.820697195999991],[-37.58288166599996,-7.819729870999979],[-37.58061852199993,-7.824361984999904],[-37.57697558999996,-7.827491875999968],[-37.59587352799994,-7.839647109999924],[-37.605812202,-7.851608036999967],[-37.61205774499992,-7.850109563999972],[-37.61149385299999,-7.853003787999988],[-37.60390378199993,-7.862595672999948],[-37.61206340499995,-7.879875758999919],[-37.62014373299999,-7.884105673999962],[-37.62075803899993,-7.886129267999973],[-37.61725360999996,-7.894576854000022],[-37.67162238399991,-7.823277660999981],[-37.69282895699995,-7.812944408999965],[-37.68752596299994,-7.81233951199992],[-37.68364165599999,-7.80767035599995],[-37.68265937999998,-7.802513034999912],[-37.68710702299992,-7.80117109099999],[-37.68955586299995,-7.792435381999994],[-37.69400072499992,-7.789970654999899],[-37.69596638099994,-7.785573042999925],[-37.70300180299994,-7.781747266999926],[-37.70598381599993,-7.776191386999951],[-37.70406255399995,-7.774969331000002],[-37.70639777499999,-7.774215892000012],[-37.70597505099992,-7.771534324999916],[-37.70917012099996,-7.771037906999965],[-37.70104037499991,-7.768077279999961],[-37.69874628,-7.763920754999952],[-37.68681004899995,-7.76246776399999],[-37.68275783099996,-7.761036740999981],[-37.68258378499994,-7.759566987999964],[-37.68523242599998,-7.756187278000013],[-37.68354574899996,-7.751880373999907],[-37.68788526500001,-7.750221075999928],[-37.687032782,-7.747689265999967],[-37.68861183199991,-7.745518431999941],[-37.68727306699998,-7.743238443999943],[-37.68981492999998,-7.741219581999968],[-37.69247513799999,-7.742038695999974],[-37.69370014799992,-7.730510578999948],[-37.69160637999996,-7.728969419999974],[-37.69303276899994,-7.725692209999977],[-37.69212759000001,-7.723108940999932],[-37.69697261599997,-7.718086490999952],[-37.69402682699995,-7.715673762999895],[-37.690577343,-7.708123460999925],[-37.69088613499997,-7.689701843000006],[-37.68916131999998,-7.682055005999953],[-37.68483963199999,-7.677992701999923],[-37.68679888199991,-7.670258363999914],[-37.68530996899991,-7.66622476299995],[-37.68736737599997,-7.664059070999905],[-37.68345727799992,-7.656732304999956],[-37.68361924399991,-7.654304026999946],[-37.67959494099991,-7.651609442999927],[-37.68117950299993,-7.64812289699993],[-37.68014989399991,-7.645385109999979],[-37.68212784999997,-7.644784551999937],[-37.68203213699995,-7.642657498999981],[-37.68454353399992,-7.642564341],[-37.68338609799998,-7.639473918999915],[-37.68620030699995,-7.638824491000005],[-37.70008302900002,-7.624392735999983],[-37.70483125199996,-7.616929195999909],[-37.69310539,-7.619415830999952],[-37.68815105799998,-7.618221986999938],[-37.684698063,-7.614543974999908],[-37.68075787499995,-7.613695756999981],[-37.67968291899991,-7.609500243999943],[-37.67734445299996,-7.607551328999893],[-37.67317407599996,-7.61664235699989]]]}"
"260020","Afrânio","SAO FRANCISCO","PETROLINA","IRPE","14. GRE PETROLINA","{""type"":""Polygon"",""coordinates"":[[[-40.88908608299989,-8.35617456099996],[-40.87252303799992,-8.357410126999962],[-40.86249763399997,-8.364991452000012],[-40.85240721599998,-8.445582016999928],[-40.84818444399999,-8.554726125999909],[-40.84189671799995,-8.55464909499993],[-40.8398995119999,-8.560070296999953],[-40.84095714899993,-8.562549740999934],[-40.83716143299993,-8.568450789999957],[-40.83082882499999,-8.57203640499998],[-40.82457966499994,-8.573262320999983],[-40.81908198699998,-8.579674752999952],[-40.81050954599991,-8.583869995999968],[-40.81058235499998,-8.59258191299995],[-40.80851747199993,-8.596809521999979],[-40.80406294899995,-8.596925251999962],[-40.80209232399997,-8.594289325000001],[-40.80100791399996,-8.598858096999926],[-40.79841794399989,-8.599122436999948],[-40.79540365699998,-8.59576923599997],[-40.79274723799992,-8.595340130999904],[-40.79115019299994,-8.598588498000001],[-40.78297762399991,-8.600796862999935],[-40.78574837499992,-8.605534879999918],[-40.78409126199995,-8.609035854999955],[-40.78442639899996,-8.613188064999963],[-40.77799927399993,-8.610415976999927],[-40.77154993299993,-8.618145446999978],[-40.75824714199997,-8.623499278999933],[-40.91119051999989,-8.77586233199997],[-40.91989578999994,-8.772054848999975],[-40.92447716799993,-8.774159067999995],[-40.9262136309999,-8.769600685999954],[-40.92999322999999,-8.768449159999889],[-40.93004157899999,-8.772893224999975],[-40.93894440799996,-8.778609300999971],[-40.94448409999992,-8.788083925999998],[-40.94281892699999,-8.790354865999958],[-40.94228479099994,-8.796845539999917],[-40.94380886999992,-8.809168298999967],[-40.94171411699997,-8.813807331999932],[-40.94445778999997,-8.824483945999936],[-40.95903929299995,-8.841980827999993],[-40.96090500899995,-8.830759304999933],[-40.97175505599992,-8.828449240999933],[-40.97909374799996,-8.823417083999949],[-40.98467756799994,-8.825278817999979],[-40.98975832499995,-8.829440568999888],[-41.0003495249999,-8.828798044999928],[-41.00992633099995,-8.83360333199997],[-41.01731484799994,-8.842341047999955],[-41.02124091399998,-8.843560915999901],[-41.03131970199999,-8.834958375999999],[-41.02664774999997,-8.820505703999934],[-41.02496011099995,-8.807727362999937],[-41.03201929499997,-8.793793213999965],[-41.03451569199993,-8.792150915999972],[-41.03623450399995,-8.785875894999914],[-41.04231885299995,-8.784019308999955],[-41.04837602000001,-8.786846960999969],[-41.05479797399997,-8.786916556999955],[-41.06667859099994,-8.781048092999963],[-41.06959204299995,-8.781730707999955],[-41.07854218099992,-8.788772349999938],[-41.08206875599995,-8.784338557999902],[-41.09558817699998,-8.781531418999986],[-41.101760799,-8.78196429599992],[-41.10595650799997,-8.770551363000009],[-41.11115630199996,-8.770090781000003],[-41.11582353099995,-8.764867137999985],[-41.11334462099993,-8.758530998999933],[-41.12456929199989,-8.752673559999966],[-41.12898916299993,-8.743393089999926],[-41.12907078299993,-8.740376689999926],[-41.12606198999994,-8.735314889999887],[-41.12684027599994,-8.728927351000024],[-41.12171499099998,-8.724322651999969],[-41.12320177499999,-8.718707222999952],[-41.11192186599989,-8.708717540999941],[-41.11275795899997,-8.703974089999952],[-41.12142917699996,-8.705758662999905],[-41.13290002899995,-8.704324282999973],[-41.14201173499997,-8.707147149999947],[-41.16289874199996,-8.709985657999972],[-41.17243116299997,-8.70720861699997],[-41.17640473799994,-8.711194276999965],[-41.18243628999993,-8.707818667999998],[-41.18599269599993,-8.710646339999925],[-41.19120684899996,-8.70700429399994],[-41.19756191799998,-8.706520021999928],[-41.20493155499993,-8.709487107999933],[-41.20967878199996,-8.707353324999953],[-41.22697849899996,-8.704702090999969],[-41.23468225299992,-8.709667731999957],[-41.23984104299999,-8.710862999999999],[-41.23768192299996,-8.718763332999976],[-41.23856780499998,-8.719731159999941],[-41.25151176099992,-8.721431787999964],[-41.26062459499994,-8.720716500999934],[-41.26504004399997,-8.72385785799997],[-41.26998284699993,-8.731013168999943],[-41.28153759399994,-8.736100377999953],[-41.29498355299993,-8.735545166999933],[-41.30510009299996,-8.72738009899999],[-41.30993488299996,-8.726131718999994],[-41.31540354199991,-8.726151251999922],[-41.32090788499997,-8.728231950999951],[-41.33435160899995,-8.727661531999917],[-41.343464754,-8.722009315999965],[-41.3583361839999,-8.707620177999917],[-41.34541842299991,-8.709865107999945],[-41.33691676999992,-8.708357127999963],[-41.32958072199992,-8.702569713999928],[-41.31426155199992,-8.696102325999941],[-41.30018468699995,-8.682137229999984],[-41.29545543299999,-8.670182466999918],[-41.28743402199994,-8.660839068000001],[-41.27890682399996,-8.660562970999894],[-41.26872553299991,-8.663224380000009],[-41.25131833899999,-8.661608642999993],[-41.24740695599992,-8.658378763000005],[-41.23949050299994,-8.655826576999956],[-41.23743418799998,-8.650805327999897],[-41.23378884599999,-8.647614319999927],[-41.22699024999995,-8.647785912999914],[-41.21354285499993,-8.644155528999917],[-41.20654413899995,-8.633295033999974],[-41.20682637299994,-8.620237434999964],[-41.20860060999993,-8.616013389999963],[-41.20774682499998,-8.610271676999978],[-41.21234443599998,-8.604253939999981],[-41.21228836099996,-8.601820272999969],[-41.20287816299994,-8.599276527999997],[-41.19856616799994,-8.592477148999897],[-41.17990651099995,-8.593267364999999],[-41.17862826799997,-8.588376880999923],[-41.16874587899996,-8.583090561999959],[-41.15701205199997,-8.560439719999966],[-41.15641039599992,-8.552516193999935],[-41.15204585199993,-8.548305877999915],[-41.15248640999997,-8.541476525999911],[-41.14828680399995,-8.538695715999953],[-41.14949354599996,-8.533917277999911],[-41.14837681700002,-8.533029254999977],[-41.14298944499996,-8.534283344000002],[-41.13917382899991,-8.532666207999959],[-41.13462734799997,-8.533538644999936],[-41.12960592299998,-8.540855540999956],[-41.12673285899994,-8.541955863999959],[-41.11618484699992,-8.53726906499995],[-41.1083774649999,-8.530732018999973],[-41.10407220399993,-8.522368652999965],[-41.10001100699999,-8.521803644999934],[-41.09558402299999,-8.518532964999945],[-41.09048992299994,-8.512625539999927],[-41.08468414099998,-8.500958376999943],[-41.082254033,-8.491135101999933],[-41.08219442599995,-8.480081499999911],[-41.07892697099996,-8.472503234999937],[-41.05759517299995,-8.47765798699994],[-41.05323291399997,-8.481119140999968],[-41.05109856899995,-8.48047377799995],[-41.04996741399997,-8.475504121999986],[-41.051306347,-8.463358680999952],[-41.0475105259999,-8.446110070999921],[-41.04371784099988,-8.436656713999965],[-41.0389905719999,-8.431829200999949],[-41.02364864099998,-8.428475617999939],[-41.02031278299993,-8.424686787999977],[-41.00737983199993,-8.420929113999928],[-41.00692540699999,-8.417665742999922],[-41.00234485499989,-8.411790067999955],[-41.00323469299997,-8.404002384999973],[-41.00067555899997,-8.400726034999959],[-40.97854500999995,-8.39865071199993],[-40.97290103899997,-8.40693346699993],[-40.96555809399992,-8.412128800999916],[-40.96550895399994,-8.416458741999974],[-40.95787801099996,-8.419398239000006],[-40.95809181399998,-8.422457440999906],[-40.95358143299991,-8.424706392999912],[-40.950199046,-8.429150377999992],[-40.94051596999996,-8.433234470999959],[-40.93050694899995,-8.443650443999981],[-40.92514903700001,-8.44632606499994],[-40.91684814800002,-8.436160304999926],[-40.91273610699996,-8.436179987999956],[-40.90900859999992,-8.427329499999967],[-40.90153544999994,-8.42162700499994],[-40.90184918199996,-8.407957766999949],[-40.90778754699996,-8.401374136999937],[-40.90761548999994,-8.39898717999997],[-40.89451908699992,-8.392502628999984],[-40.89410878299998,-8.389962552999961],[-40.88987038399995,-8.386749867999974],[-40.88961153199994,-8.382591118999958],[-40.89276943999992,-8.376720914999999],[-40.89266648299993,-8.371792844000012],[-40.89774650999997,-8.367917787999932],[-40.894833561,-8.358766962999961],[-40.89163442399998,-8.356085759999896],[-40.88908608299989,-8.35617456099996]]]}"
"260030","Agrestina","AGRESTE","BREJO","IRBE","09. GRE CARUARU","{""type"":""Polygon"",""coordinates"":[[[-35.96233748699992,-8.357565861999969],[-35.94473027999988,-8.358140983999948],[-35.94507367199996,-8.366840964999919],[-35.94349544899994,-8.368855228999958],[-35.93789219699996,-8.370210787999941],[-35.93100720699997,-8.367180579999953],[-35.92101586199991,-8.365903694999907],[-35.90294557100001,-8.375066739000001],[-35.90332641199999,-8.385854430999959],[-35.91002652799996,-8.39086590499992],[-35.91318875499994,-8.395655454999904],[-35.91803778599996,-8.39811182899993],[-35.92272392899992,-8.407790647999977],[-35.91974656399995,-8.410305525999959],[-35.92120177600001,-8.414633321999929],[-35.91891002999993,-8.416931394000002],[-35.921136087,-8.42013776399991],[-35.91625682999996,-8.422367039999887],[-35.91685612599999,-8.424767763999927],[-35.91299121099994,-8.426731662999973],[-35.90600850199995,-8.42467775499994],[-35.89827118499997,-8.42800079499991],[-35.90304295699998,-8.434671651999945],[-35.901176456,-8.441478438999947],[-35.90477478299992,-8.447252525999946],[-35.90317441399994,-8.454958800999943],[-35.90549422399995,-8.456830618000008],[-35.90362116599995,-8.462906317000005],[-35.89750702599997,-8.462516477999901],[-35.89349209299996,-8.464404515999977],[-35.892962326,-8.466921785999979],[-35.89119534799991,-8.46529516499995],[-35.8884956419999,-8.467337777999937],[-35.89224306599991,-8.473321470999959],[-35.89138853999999,-8.47644117699998],[-35.88872375599995,-8.475859160999963],[-35.89020642399997,-8.487322749999979],[-35.88793401199998,-8.498323246999959],[-35.89155410699992,-8.500206642999916],[-35.90113220199989,-8.514350122999889],[-35.87925555600001,-8.547492221999917],[-35.89901588699994,-8.561174090999976],[-35.90564643299992,-8.558177675999942],[-35.92227747599993,-8.555088885999992],[-35.92500365799999,-8.547175557999917],[-35.94759948499996,-8.535167024999932],[-35.95054959099998,-8.537243037999928],[-35.95297557999989,-8.542698798999968],[-35.9603535809999,-8.54820790099998],[-35.96868546199997,-8.548796236999987],[-35.9686,-8.535939999999939],[-36.00245958499989,-8.431502263999988],[-36.01050241899994,-8.391580801000007],[-36.00731341399995,-8.361405996000002],[-36.00032455099999,-8.369089415999972],[-35.99420438199995,-8.371881449999971],[-35.99306199899993,-8.373832462999928],[-35.99235612299997,-8.382530360999993],[-35.99557960099996,-8.388829079999968],[-35.99338712299992,-8.398781974999955],[-35.98753415899996,-8.395256391000014],[-35.98730873299996,-8.389108262999975],[-35.96846782299999,-8.377399124999982],[-35.96778342599994,-8.374647410999944],[-35.9712694799999,-8.371177155999962],[-35.97180201699991,-8.359102626999934],[-35.96233748699992,-8.357565861999969]]]}"
"260040","Água Preta","ZONA DA MATA","MATA MERIDIONAL","IRPA","07. GRE PALMARES","{""type"":""Polygon"",""coordinates"":[[[-35.49001096699992,-8.520019341999915],[-35.48605315399992,-8.521435153999998],[-35.48443467999994,-8.526745978999947],[-35.48118767299996,-8.524934414999982],[-35.48100666499991,-8.527344507999909],[-35.47906399899993,-8.527077223999999],[-35.47926004599998,-8.534526100999926],[-35.47776863499995,-8.534709699999929],[-35.47718857199992,-8.539810005999957],[-35.47386611499999,-8.541732768999974],[-35.47150764999999,-8.546128719999988],[-35.46916138499992,-8.545456306999952],[-35.46651907399997,-8.549032528999909],[-35.46442451099995,-8.549327938999926],[-35.46216061399995,-8.540986569999962],[-35.4581088809999,-8.545416111999912],[-35.44604660399991,-8.547072652999929],[-35.44592659099993,-8.555226408999914],[-35.44390543199995,-8.556668917999985],[-35.48782401199998,-8.583949413999967],[-35.47403550799989,-8.627869098999916],[-35.39447184099994,-8.68305212400001],[-35.40374891599996,-8.713721212999967],[-35.34159812399996,-8.724955093999895],[-35.34001556699994,-8.747210367999933],[-35.36142070299998,-8.806480861999919],[-35.36765621199997,-8.807420071000002],[-35.38220801699997,-8.818969618999936],[-35.38818207599999,-8.817020488999958],[-35.39247268299991,-8.818823434000009],[-35.39538752999995,-8.817687002999949],[-35.39910861199999,-8.82659809899998],[-35.40112122499998,-8.828049415999981],[-35.40164058799996,-8.832442747999955],[-35.40637870499995,-8.837866626999932],[-35.41433170199994,-8.836411853000001],[-35.41669452899995,-8.838834248999969],[-35.41938481799996,-8.83658991599999],[-35.42208743099994,-8.836533399999932],[-35.42386452899998,-8.838523551000019],[-35.43191562,-8.836009115999985],[-35.43587144799992,-8.840930867999894],[-35.43982439499996,-8.841562237999909],[-35.44152231799994,-8.840315169999932],[-35.44948318399995,-8.842001852999956],[-35.45581831600001,-8.840958919999906],[-35.45982767999992,-8.837774500999948],[-35.46137787299993,-8.830607695000001],[-35.46675688399993,-8.828263897999963],[-35.46355722099995,-8.825737258999897],[-35.46446310799994,-8.820214564000004],[-35.46233936499991,-8.818830283999954],[-35.46429413899991,-8.816364163999921],[-35.46752526999991,-8.817435348999911],[-35.46758554900002,-8.814026140999917],[-35.47012469199996,-8.813126731999929],[-35.47222675299998,-8.817155778999961],[-35.48058205599994,-8.819934588999931],[-35.48212342199993,-8.826152161999942],[-35.48819326699989,-8.827356071999901],[-35.49347334699996,-8.825328710999933],[-35.49575368999999,-8.828302315999945],[-35.50034999099997,-8.824963289999985],[-35.50037505499991,-8.820167155999989],[-35.50425792299993,-8.822298783999968],[-35.50714477199996,-8.818623521999899],[-35.51152016299995,-8.817535038999988],[-35.513992882,-8.818525075999925],[-35.51777096199996,-8.816757845999987],[-35.52049412999995,-8.820394242999949],[-35.53144531500002,-8.828270527999979],[-35.53462336899998,-8.819920614999929],[-35.53680208599995,-8.819621213999937],[-35.544109635,-8.825657343999946],[-35.54535067399992,-8.824527583999994],[-35.54673443699993,-8.825405433999975],[-35.54664029699996,-8.827590522999937],[-35.55370287599989,-8.828645221999984],[-35.56001953599993,-8.832774914999994],[-35.56367882199992,-8.831646261999956],[-35.56748184699991,-8.835444159999958],[-35.56893028399993,-8.842374976000009],[-35.5776806869999,-8.843488497999949],[-35.58252340999993,-8.846467753999984],[-35.58675201399996,-8.842644203999991],[-35.58537086999999,-8.839942500999917],[-35.58853931699996,-8.838113545999934],[-35.59217534199998,-8.838539463000003],[-35.5921465329999,-8.834473402999929],[-35.59351824199997,-8.835818624999944],[-35.59486834299995,-8.834002706999974],[-35.59670162899994,-8.836250015999933],[-35.5975997269999,-8.834888516999992],[-35.59942340699998,-8.835780161999959],[-35.60213239499995,-8.83350123099996],[-35.60395289999995,-8.833940382999969],[-35.60346946399992,-8.829878707999991],[-35.60572634899995,-8.828054121000015],[-35.60569017399998,-8.822631319999949],[-35.61311818099996,-8.813974734999927],[-35.62241195099994,-8.810020939999994],[-35.62235699499993,-8.807996938999949],[-35.61645116299995,-8.802678095999958],[-35.61550773099996,-8.797716931999985],[-35.61730814399989,-8.79544495699994],[-35.61590035199994,-8.789128465000004],[-35.60629987299998,-8.775646777999988],[-35.60938646799993,-8.76658400199993],[-35.60890936799997,-8.763423157999969],[-35.60342820299997,-8.758943224999935],[-35.60070386599997,-8.758960879999975],[-35.60159272999989,-8.756243405999928],[-35.59974861499998,-8.752191487999958],[-35.60284171599993,-8.742222755999904],[-35.55774774599999,-8.71759246399991],[-35.564765,-8.683751893],[-35.5126777679999,-8.635298679999934],[-35.52411198499989,-8.579194838999946],[-35.52123895099993,-8.55662162399998],[-35.48770321199993,-8.505992433999907],[-35.48582282099996,-8.508187881999926],[-35.49037451999989,-8.517226537999942],[-35.49001096699992,-8.520019341999915]]]}"
