Equipamento de armazenamento exclusivo para as vacinas,Notificações de Alterações de Temperatura em Equipamentos,Norma Municipal para Busca Ativa Vacinal,Sala de vacina climatizada,Sala de vacina dispõe de paredes e pisos laváveis e de fácil higienização,Controle pela ESF do acompanhamento das crianças de 0-1 ano de idade com vacinação em atraso,Equipes Completa nas UBS do Município,Como é registrada a data de abertura do frasco em vacinas multidose,Temperatura no painel do equipamento entre 2°C e 8°C,Documentos da designação formal do responsável técnico,Há controle de acesso por meio de chave ou senha à área das vacinas,Análise das Capacitações das Equipes de Vacinação,Registro/envio de Falta de Imunobiológicos e Insumos,Foi verificada a falta de quais vacinas listadas abaixo,A sala de vacina é utilizada exclusivamente para este fim,Fiscalização das Salas de Vacinas pelo Coordenador do PNI,Agentes da ESF realizaram busca ativa de crianças de 0-1 ano com vacinação em atraso em abril/2023,Atribuições dos Coordenadores do PNI em Regimento Interno,Marque quais dos itens abaixo estão FALTANDO na sala de vacina inspecionada,O equipamento de refrigeração está susceptível à luz solar direta,Tipos de equipamentos utilizados para estocagem das vacinas,Como é feito o registro da vacinação,Enfermeiro Substituto em Todas as UBS,Anotações diárias da temperatura em formulário próprio,Documentos da última supervisão realizada pela Gestão de saúde municipal nas salas de vacinação,Temperatura interna do equipamento está sendo monitorada por termômetro,Painel de exibição de temperatura funcional,Mnutenção dentro da data de validade,Registro de Perdas por Validade Expirada de Vacinas,Materiais perfurocortantes são descartados adequadamente,Mecanismo de proteção contra queda de energia,Quantitativo de crianças de 0-1 ano de idade com calendário vacinal em atraso em abril/2023,Turno Estendido nas Unidades Básicas de Saúde,A temperatura interna das caixas térmicas/isopor com vacinas está sendo monitorada continuamente,Quantitativo de crianças de 0-1 ano de idade cadastradas na UBS,Houve alteração anormal da temperatura do equipamento que armazena as vacinas,Equipamento mal conservado ou com problemas de funcionamento,Campanhas de Conscientização em Mídia pela UJ,Vacinação em Crianças de 0-6 Anos nas Escolas durante 2022/2023,Existem caixas térmicas/isopores sendo utilizadas para outras finalidades,Tomada elétrica é exclusiva do equipamento,Documentos da última manutenção nos equipamentos de refrigeração,Município,As seringas e agulhas estão em recipientes fechados e limpos,Calendário vacinal afixado em local visível,Cobertura Vacinal
1.0,1,0,0.9090909090909092,0.8181818181818182,0.0,0,1.0,1.0,0.0,0.7272727272727273,0.0,0,1.0,1.0,0,1.0,0.0,0.5454545454545454,0.7272727272727273,0.0,1.0,1.0,0.9545454545454546,0.6363636363636364,1.0,1.0,0.0,0,1.0,0.0,0.0909090909090909,0.0,1.0,1.0,0.5454545454545454,0.9090909090909092,1,0,1.0,1.0,1.0,Sirinhaém,0.6363636363636364,1.0,0.71315
1.0,0,1,0.6,0.1,1.0,1,1.0,0.9,1.0,0.3,0.0,0,1.0,0.9,0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.2,1,1,1.0,0.7,0.0,Floresta,0.6,0.6,0.6489
1.0,1,0,1.0,0.25,0.5,1,1.0,1.0,0.0,1.0,0.5,0,1.0,1.0,1,0.75,0.5,0.25,1.0,0.75,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0,1.0,0.75,1.0,0.5,1.0,1.0,0.75,1.0,1,1,1.0,1.0,0.0,Jucati,0.75,1.0,1.03635
1.0,1,0,0.8888888888888888,1.0,1.0,0,1.0,0.6666666666666666,1.0,1.0,0.5,1,1.0,1.0,0,0.0,0.5,0.1111111111111111,0.8888888888888888,0.3333333333333333,1.0,0.5,0.9444444444444444,1.0,1.0,1.0,0.0,1,1.0,0.3333333333333333,1.0,0.0,1.0,1.0,0.5555555555555556,1.0,1,1,1.0,1.0,0.2222222222222222,Lagoa dos Gatos,1.0,1.0,0.657425
1.0,1,0,1.0,0.3333333333333333,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0.0,0.5,0.1666666666666666,1.0,0.5,1.0,1.0,1.0,0.1666666666666666,1.0,1.0,0.5,0,1.0,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1,1,0.8333333333333334,1.0,0.5,São Vicente Férrer,1.0,0.8333333333333334,0.997025
1.0,1,1,1.0,0.7142857142857143,0.0,1,0.4285714285714285,0.8571428571428571,1.0,1.0,1.0,1,1.0,1.0,0,0.0,0.5,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.0,0.6428571428571429,0.0,1.0,1.0,0.4285714285714285,1,1.0,0.8571428571428571,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,Dormentes,0.8571428571428571,0.0,0.7951999999999999
1.0,1,0,0.9,0.2,0.0,1,1.0,0.9,0.0,0.5,0.5,1,0.6,0.9,0,0.0,0.0,0.0,0.3,0.1,0.95,0.0,0.95,0.0,1.0,1.0,0.0,1,1.0,0.1,1.0,1.0,0.9,1.0,0.5,0.5,1,1,1.0,1.0,0.0,Afrânio,0.9,0.0,0.982225
1.0,1,0,0.9090909090909092,0.8636363636363636,0.0454545454545454,1,0.4090909090909091,0.9545454545454546,0.0,0.8636363636363636,0.0,0,0.8636363636363636,0.9545454545454546,0,0.0454545454545454,1.0,0.0909090909090909,0.9090909090909092,0.8636363636363636,1.0,1.0,0.5,0.2727272727272727,1.0,1.0,0.0,1,1.0,0.8636363636363636,0.5909090909090909,0.5,1.0,1.0,0.9090909090909092,0.9545454545454546,1,0,1.0,1.0,0.7727272727272727,Glória do Goitá,0.9545454545454546,0.6818181818181818,0.772275
1.0,1,1,1.0,0.8333333333333334,0.0,1,1.0,1.0,0.0,1.0,0.5,1,0.5,1.0,0,0.0,0.5,0.5,0.1666666666666666,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.3333333333333333,0.5,1.0,1.0,0.1666666666666666,1.0,1,1,1.0,0.8333333333333334,0.0,Feira Nova,0.8333333333333334,0.3333333333333333,0.850475
1.0,1,0,1.0,0.3333333333333333,1.0,1,1.0,1.0,1.0,1.0,0.5,0,1.0,1.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0,Orocó,1.0,0.6666666666666666,0.781375
1.0,1,0,0.9,0.7,0.0,1,1.0,0.4,0.0,0.8,0.5,1,0.7,1.0,1,0.0,1.0,0.0,0.9,0.0,1.0,0.0,0.75,0.0,1.0,1.0,0.0,1,0.9,0.0,0.7,0.0,0.7,1.0,0.3,0.2,1,1,1.0,1.0,0.0,Lagoa do Ouro,1.0,0.3,0.989125
1.0,1,0,1.0,0.8888888888888888,1.0,1,1.0,1.0,1.0,1.0,1.0,0,0.8888888888888888,1.0,0,1.0,0.5,0.5555555555555556,0.6666666666666666,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.2222222222222222,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,Palmares,1.0,0.3333333333333333,0.71505
1.0,1,1,0.8888888888888888,0.6666666666666666,1.0,1,0.8888888888888888,1.0,1.0,1.0,0.5,0,0.4444444444444444,1.0,0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.9444444444444444,1.0,1.0,1.0,1.0,1.0,0.0,0,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1,1,0.5555555555555556,0.8888888888888888,1.0,Primavera,1.0,0.7777777777777778,0.6867750000000001
1.0,0,1,1.0,0.8,1.0,1,1.0,1.0,0.0,1.0,0.5,0,1.0,1.0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6,0,1.0,1.0,1.0,0.0,1.0,1.0,0.6,1.0,1,1,1.0,1.0,0.8,Pombos,1.0,0.6,0.7016
1.0,1,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,0.25,1.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,Recife,1.0,1.0,0.6775
1.0,1,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0,1.0,1.0,0,1.0,0.5,1.0,1.0,0.1428571428571428,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1428571428571428,0.5714285714285714,0.5,1.0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,Ribeirão,1.0,1.0,0.688175
1.0,1,1,1.0,1.0,1.0,1,1.0,0.6666666666666666,1.0,1.0,0.5,1,1.0,1.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9444444444444444,0.0,1.0,1.0,0.0,1,1.0,0.0,0.7777777777777778,1.0,1.0,1.0,0.7777777777777778,1.0,1,1,1.0,1.0,1.0,Santa Maria da Boa Vista,1.0,0.0,0.831125
1.0,1,0,1.0,0.7142857142857143,0.0,1,1.0,0.8571428571428571,0.1428571428571428,1.0,0.5,0,1.0,1.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6428571428571429,0.0,1.0,1.0,0.0,0,0.8571428571428571,0.0,0.8571428571428571,0.0,1.0,1.0,0.5714285714285714,0.8571428571428571,1,1,1.0,1.0,0.0,Casinhas,0.4285714285714285,0.0,0.881025
1.0,1,0,1.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.5,0,0.8333333333333334,1.0,0,1.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,1.0,0.6666666666666666,1,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0.0,Granito,0.8333333333333334,0.6666666666666666,0.91435
1.0,1,0,1.0,0.4285714285714285,1.0,1,1.0,1.0,0.4285714285714285,0.7142857142857143,0.5,1,1.0,1.0,0,1.0,0.5,0.2857142857142857,0.8571428571428571,0.1428571428571428,1.0,0.0,0.9285714285714286,0.7142857142857143,1.0,1.0,0.0,1,1.0,0.1428571428571428,1.0,0.0,1.0,1.0,1.0,0.7142857142857143,0,0,1.0,1.0,0.0,Ingazeira,0.8571428571428571,0.8571428571428571,1.236125
0.9,0,0,0.9,0.8,0.0,1,1.0,1.0,0.0,0.9,0.0,0,1.0,0.9,0,0.0,0.0,0.1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1,0,1.0,0.1,1.0,0.0,1.0,1.0,0.6,0.4,1,0,1.0,1.0,0.0,Moreilândia,0.9,1.0,1.2983000000000002
1.0,1,0,0.75,1.0,1.0,1,1.0,0.75,1.0,1.0,0.5,1,1.0,1.0,0,0.25,0.0,0.0,1.0,0.0,1.0,1.0,0.875,1.0,1.0,1.0,0.0,1,1.0,0.0,0.25,0.0,1.0,1.0,0.5,1.0,0,1,1.0,1.0,0.0,Santa Cruz do Capibaribe,1.0,0.75,1.03515
1.0,0,0,0.3846153846153846,0.6923076923076923,0.9230769230769232,1,1.0,0.6153846153846154,0.0,0.8461538461538461,0.0,0,0.7692307692307693,1.0,0,0.0,0.5,0.0769230769230769,0.9230769230769232,0.1538461538461538,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1.0,0.1538461538461538,0.0,0.0,1.0,1.0,0.7692307692307693,0.9230769230769232,1,0,1.0,0.4615384615384615,0.0,Panelas,0.9230769230769232,0.8461538461538461,1.1226
1.0,1,0,1.0,0.625,1.0,1,1.0,1.0,0.875,0.875,0.5,1,0.75,1.0,0,1.0,0.5,0.5,0.875,0.125,0.6875,1.0,0.75,1.0,1.0,1.0,0.0,1,1.0,0.125,1.0,0.5,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0.0,São Joaquim do Monte,0.875,1.0,0.844775
1.0,1,0,0.7777777777777778,0.5555555555555556,1.0,1,1.0,0.8888888888888888,1.0,1.0,1.0,1,1.0,1.0,0,1.0,0.0,0.0,1.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.4444444444444444,0.5555555555555556,0.0,0.8888888888888888,1.0,0.7777777777777778,1.0,1,0,1.0,1.0,1.0,Serra Talhada,1.0,1.0,0.85875
1.0,1,0,0.9166666666666666,0.3333333333333333,0.0,0,1.0,0.8333333333333334,0.0833333333333333,0.75,0.5,1,1.0,1.0,0,0.0,0.5,0.0833333333333333,0.8333333333333334,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.5833333333333334,0.4166666666666667,1,1,1.0,1.0,0.0,Cabo de Santo Agostinho,0.8333333333333334,0.5833333333333334,0.6698999999999999
1.0,1,0,1.0,0.875,0.0,1,1.0,0.75,0.0,0.875,0.0,1,0.375,1.0,0,0.0,0.5,0.0,1.0,0.25,1.0,1.0,0.875,0.0,1.0,1.0,0.0,1,1.0,0.25,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,Exu,1.0,1.0,1.111625
1.0,1,0,0.8888888888888888,0.0,1.0,0,1.0,1.0,0.0,1.0,0.5,1,1.0,1.0,0,1.0,0.5,0.0,0.8888888888888888,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,São José do Belmonte,0.8888888888888888,0.1111111111111111,0.83395
1.0,1,0,1.0,1.0,0.0,0,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,1,0.7142857142857143,1.0,0,0.0,0.5,0.0,1.0,0.1428571428571428,0.5,1.0,0.7857142857142857,1.0,1.0,1.0,0.0,1,1.0,0.1428571428571428,0.0,0.0,1.0,1.0,0.1428571428571428,0.8571428571428571,1,0,1.0,1.0,1.0,Cortês,1.0,0.0,0.7755
1.0,1,1,0.8,1.0,1.0,0,1.0,0.8,1.0,1.0,0.0,1,1.0,1.0,0,0.2,0.0,0.6,0.6,0.6,0.8,1.0,0.5,1.0,1.0,1.0,0.6,1,1.0,0.6,0.2,0.0,1.0,1.0,0.4,0.6,1,1,1.0,1.0,0.6,Salgueiro,1.0,0.0,0.8730500000000001
1.0,1,0,0.9565217391304348,0.6521739130434783,0.0,1,1.0,1.0,0.0434782608695652,0.782608695652174,1.0,1,0.391304347826087,1.0,0,0.0,0.5,0.0869565217391304,0.9565217391304348,0.4347826086956521,0.782608695652174,0.0,0.8043478260869565,1.0,1.0,1.0,0.0,1,1.0,0.4347826086956521,1.0,0.0,1.0,1.0,0.3478260869565217,0.8695652173913043,1,1,1.0,1.0,0.0,Petrolândia,1.0,1.0,0.795
1.0,0,0,0.625,0.125,0.0,1,1.0,1.0,0.0,1.0,0.5,1,1.0,1.0,1,0.0,1.0,0.125,0.875,0.0,1.0,1.0,0.75,1.0,1.0,1.0,0.375,1,1.0,0.25,0.0,1.0,1.0,1.0,0.875,1.0,1,1,1.0,0.875,0.0,Correntes,1.0,0.875,0.7597499999999999
1.0,0,0,1.0,1.0,0.0,1,1.0,1.0,0.4,0.8,0.5,0,1.0,1.0,0,0.6,0.5,0.2,0.8,0.0,1.0,0.0,1.0,0.6,1.0,1.0,0.0,0,1.0,0.0,0.6,0.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0.6,Escada,1.0,0.4,0.7222
1.0,1,0,1.0,0.25,0.0,1,1.0,1.0,0.75,0.75,1.0,1,1.0,1.0,0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,0.75,1.0,1,1,1.0,1.0,0.0,Paudalho,1.0,0.25,0.966475
1.0,1,0,0.8571428571428571,1.0,0.1428571428571428,0,1.0,1.0,0.0,1.0,0.5,0,0.8571428571428571,1.0,0,0.2857142857142857,0.5,0.4285714285714285,1.0,0.1428571428571428,1.0,0.0,0.9285714285714286,0.8571428571428571,1.0,1.0,0.4285714285714285,1,1.0,0.1428571428571428,0.2857142857142857,0.0,1.0,1.0,0.5714285714285714,0.8571428571428571,1,1,1.0,1.0,0.7142857142857143,Terra Nova,1.0,1.0,1.1919499999999998
1.0,1,0,1.0,0.5555555555555556,1.0,1,1.0,0.8888888888888888,0.0,1.0,0.0,0,1.0,1.0,1,0.0,0.5,0.0,1.0,0.1111111111111111,1.0,0.0,0.8333333333333334,0.8888888888888888,1.0,1.0,0.0,0,1.0,0.1111111111111111,0.1111111111111111,0.0,1.0,1.0,0.4444444444444444,0.7777777777777778,1,1,1.0,1.0,0.0,Parnamirim,1.0,0.7777777777777778,0.88555
1.0,1,0,0.8333333333333334,0.1666666666666666,0.0,1,1.0,1.0,0.5,1.0,1.0,0,1.0,1.0,1,0.0,0.5,0.0,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.5,0.8333333333333334,Pedra,1.0,0.0,0.87725
1.0,1,0,0.7272727272727273,0.7272727272727273,1.0,1,1.0,1.0,0.8181818181818182,1.0,0.0,0,0.9090909090909092,1.0,0,1.0,0.5,0.0909090909090909,0.8181818181818182,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.9090909090909092,0.7272727272727273,1,1,0.6363636363636364,1.0,0.0,Venturosa,1.0,1.0,0.958
1.0,1,0,0.8888888888888888,1.0,0.0,0,1.0,1.0,0.0,0.8888888888888888,0.5,1,1.0,1.0,0,0.0,0.0,0.2222222222222222,0.8888888888888888,0.1111111111111111,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1,1.0,0.1111111111111111,0.3333333333333333,0.0,1.0,1.0,0.7777777777777778,1.0,1,0,1.0,1.0,0.0,São Benedito do Sul,1.0,0.7777777777777778,0.84775
1.0,1,0,0.8,0.4,0.0,1,1.0,1.0,0.0,1.0,0.5,1,0.4,1.0,0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.2,0.0,0.0,1.0,1.0,1.0,0.8,1,1,1.0,1.0,1.0,Cupira,1.0,0.0,0.8319749999999999
1.0,1,0,0.75,0.6666666666666666,1.0,1,1.0,1.0,0.0,1.0,0.5,1,0.9166666666666666,1.0,0,1.0,1.0,0.0,0.9166666666666666,0.0,1.0,0.0,0.9583333333333334,1.0,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.9166666666666666,1.0,0.6666666666666666,0.5,0,1,1.0,1.0,0.3333333333333333,Itapissuma,0.9166666666666666,0.5,0.47695
1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,0.0,1.0,1.0,1,0.5,1.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,Jatobá,1.0,0.25,1.131875
1.0,1,0,1.0,0.375,0.0,1,1.0,1.0,1.0,1.0,0.0,0,0.625,1.0,0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.125,1.0,0.0,1.0,1.0,0.5,0.875,1,1,1.0,1.0,0.0,Betânia,1.0,0.0,0.95085
1.0,1,1,0.6666666666666666,0.8333333333333334,1.0,1,1.0,0.5,1.0,0.8333333333333334,0.0,0,1.0,1.0,0,1.0,0.0,0.0,1.0,0.1666666666666666,1.0,1.0,0.9166666666666666,0.6666666666666666,1.0,1.0,0.0,0,1.0,0.1666666666666666,0.0,0.5,1.0,1.0,0.8333333333333334,0.6666666666666666,1,1,1.0,1.0,0.0,Bodocó,1.0,0.0,0.86795
1.0,1,0,1.0,0.7142857142857143,0.0,1,0.4285714285714285,1.0,0.0,0.8571428571428571,1.0,0,1.0,1.0,0,0.0,0.5,0.0,1.0,0.2857142857142857,0.7142857142857143,0.0,0.9285714285714286,1.0,1.0,1.0,0.0,0,1.0,0.2857142857142857,1.0,0.0,1.0,1.0,0.2857142857142857,1.0,1,0,1.0,1.0,0.0,Iguaracy,1.0,1.0,0.947075
1.0,1,1,1.0,0.9,1.0,1,0.9,1.0,1.0,0.9,1.0,1,0.9,1.0,0,1.0,1.0,0.0,0.7,0.0,1.0,1.0,0.85,0.8,1.0,1.0,0.1,1,1.0,0.0,1.0,0.0,0.9,1.0,0.8,1.0,1,0,1.0,1.0,0.0,Paranatama,1.0,0.5,0.820875
1.0,1,0,0.75,1.0,1.0,1,1.0,1.0,0.0,1.0,0.5,0,1.0,1.0,0,0.0,0.0,0.25,1.0,0.75,1.0,1.0,1.0,0.0,1.0,1.0,0.25,0,1.0,0.75,0.75,0.0,0.75,1.0,1.0,1.0,1,1,1.0,1.0,1.0,Catende,1.0,0.0,0.648625
1.0,0,0,1.0,0.7777777777777778,1.0,1,1.0,1.0,1.0,0.8888888888888888,1.0,0,1.0,1.0,0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.8888888888888888,1.0,1.0,1.0,0.0,1,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.4444444444444444,0.7777777777777778,1,1,1.0,1.0,0.0,Chã Grande,1.0,0.8888888888888888,0.6135499999999999
1.0,0,1,1.0,0.5,1.0,1,1.0,1.0,1.0,0.3333333333333333,1.0,0,0.6666666666666666,1.0,0,1.0,0.5,0.3333333333333333,0.8333333333333334,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,Amaraji,0.5,0.1666666666666666,0.8511
1.0,1,0,0.6,0.8,0.0,1,1.0,0.8,1.0,0.4,0.5,1,1.0,0.8,0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8,1,1.0,0.2,0.2,0.0,1.0,1.0,0.8,1.0,1,1,1.0,1.0,0.8,Itacuruba,1.0,1.0,0.87785
1.0,1,0,1.0,1.0,1.0,1,1.0,1.0,0.0,1.0,0.5,1,1.0,1.0,0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.4,0.0,1.0,1.0,0.8,1.0,1,0,1.0,1.0,0.0,Belém do São Francisco,1.0,1.0,0.65405
1.0,1,0,0.4615384615384615,0.6153846153846154,0.0,1,0.9230769230769232,0.8461538461538461,0.0,0.6153846153846154,0.5,1,1.0,1.0,0,0.0,0.0,0.4615384615384615,0.3846153846153846,0.0,0.9230769230769232,0.0,0.7692307692307693,0.0,1.0,1.0,0.0,1,1.0,0.0,0.6923076923076923,0.0,0.7692307692307693,1.0,0.1538461538461538,1.0,1,0,1.0,1.0,0.3076923076923077,Tacaratu,0.6153846153846154,0.1538461538461538,1.036425
1.0,1,0,0.6666666666666666,0.1666666666666666,0.0,0,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,0.5,0,0.6666666666666666,1.0,0,0.0,0.0,0.1666666666666666,0.8333333333333334,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,0,1,1.0,1.0,0.0,Joaquim Nabuco,1.0,0.6666666666666666,0.9744
1.0,0,0,1.0,1.0,0.0909090909090909,1,0.8181818181818182,1.0,1.0,1.0,0.5,0,1.0,1.0,0,0.0909090909090909,0.0,0.1818181818181818,1.0,0.3636363636363636,1.0,1.0,1.0,0.2727272727272727,1.0,1.0,0.2727272727272727,0,1.0,0.3636363636363636,0.0,0.5,1.0,1.0,1.0,1.0,1,0,1.0,0.9090909090909092,0.7272727272727273,São Lourenço da Mata,1.0,1.0,0.674825
1.0,1,0,0.5,1.0,1.0,1,1.0,1.0,1.0,1.0,0.5,0,1.0,1.0,0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.5,0.0,Tacaimbó,0.0,1.0,0.7958
1.0,1,0,1.0,0.1818181818181818,1.0,1,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.5,0,1.0,1.0,0,0.9090909090909092,0.5,0.1818181818181818,0.9090909090909092,0.0909090909090909,1.0,0.0,0.8181818181818182,0.9090909090909092,1.0,1.0,0.0909090909090909,1,1.0,0.0909090909090909,1.0,0.5,1.0,1.0,0.5454545454545454,0.9090909090909092,1,0,1.0,0.9090909090909092,0.0,Abreu e Lima,1.0,0.0,0.2504
1.0,1,1,0.8571428571428571,1.0,0.8571428571428571,1,1.0,1.0,1.0,1.0,0.5,1,1.0,1.0,0,0.1428571428571428,0.5,0.0,1.0,0.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1,1.0,1.0,0.4285714285714285,0.0,1.0,1.0,0.2857142857142857,0.8571428571428571,1,1,1.0,1.0,1.0,São Bento do Una,1.0,0.0,0.981125
1.0,0,0,1.0,0.25,0.0,1,1.0,0.5,1.0,0.8333333333333334,0.0,0,0.6666666666666666,1.0,0,0.0,0.0,0.5,0.8333333333333334,0.0,1.0,0.0,0.9583333333333334,0.75,1.0,1.0,0.0,0,1.0,0.0,0.25,0.0,1.0,1.0,0.1666666666666666,0.9166666666666666,0,0,1.0,1.0,0.0,Calçado,0.8333333333333334,0.3333333333333333,1.05535
1.0,0,0,0.7272727272727273,0.8181818181818182,0.9090909090909092,0,1.0,1.0,1.0,1.0,0.0,1,0.7272727272727273,1.0,0,0.9090909090909092,0.5,0.0,0.8181818181818182,0.6363636363636364,1.0,0.0,0.9545454545454546,0.3636363636363636,1.0,1.0,0.4545454545454545,0,1.0,0.6363636363636364,0.5454545454545454,0.0,1.0,1.0,0.4545454545454545,1.0,0,0,1.0,1.0,0.4545454545454545,Santa Terezinha,1.0,0.9090909090909092,1.364075
1.0,1,0,1.0,1.0,0.0,1,1.0,0.8888888888888888,0.0,1.0,0.5,0,1.0,1.0,1,0.0,1.0,0.5555555555555556,1.0,1.0,1.0,0.0,1.0,0.1111111111111111,1.0,1.0,0.0,0,1.0,1.0,0.8888888888888888,0.0,1.0,1.0,0.8888888888888888,1.0,1,0,1.0,1.0,0.0,Agrestina,1.0,0.8888888888888888,0.77385
1.0,1,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.5,0,0.75,1.0,0,1.0,0.5,0.75,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,1.0,0.25,0.25,0.0,1.0,1.0,0.75,0.75,1,0,1.0,1.0,1.0,Goiana,1.0,1.0,0.95015
1.0,1,1,1.0,0.8,1.0,1,1.0,1.0,1.0,1.0,0.5,0,0.8,1.0,0,1.0,0.0,0.2,0.6,1.0,1.0,0.5,1.0,0.8,1.0,1.0,0.2,1,1.0,1.0,0.6,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.8,Ferreiros,0.8,0.6,1.101625
1.0,1,1,1.0,0.5,0.0,1,1.0,0.8333333333333334,0.0,0.8333333333333334,0.5,0,1.0,0.8333333333333334,0,0.0,0.5,0.0,0.6666666666666666,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.1666666666666666,0,1.0,0.1666666666666666,0.5,0.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0.0,Ipubi,0.3333333333333333,0.8333333333333334,0.993925
1.0,0,0,0.5714285714285714,0.7142857142857143,1.0,1,1.0,0.8571428571428571,0.0,1.0,1.0,1,0.8571428571428571,1.0,0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.1428571428571428,1.0,1.0,0.0,1,1.0,0.0,0.8571428571428571,0.5,1.0,1.0,0.1428571428571428,0.7142857142857143,1,1,1.0,1.0,0.0,Santa Cruz,0.8571428571428571,0.8571428571428571,0.9026
